2023-11-16 18:45:58,338 INFO    StreamThr :1219158 [internal.py:wandb_internal():86] W&B internal server running at pid: 1219158, started at: 2023-11-16 18:45:58.337050
2023-11-16 18:45:58,389 DEBUG   HandlerThread:1219158 [handler.py:handle_request():146] handle_request: status
2023-11-16 18:45:58,409 INFO    WriterThread:1219158 [datastore.py:open_for_write():85] open: /home/louis/projects/week4/transformer-plus/wandb/run-20231116_184558-0kusak1j/run-0kusak1j.wandb
2023-11-16 18:45:58,415 DEBUG   SenderThread:1219158 [sender.py:send():380] send: header
2023-11-16 18:45:58,415 DEBUG   SenderThread:1219158 [sender.py:send():380] send: run
2023-11-16 18:45:58,923 DEBUG   HandlerThread:1219158 [handler.py:handle_request():146] handle_request: check_version
2023-11-16 18:45:58,965 INFO    SenderThread:1219158 [dir_watcher.py:__init__():211] watching files in: /home/louis/projects/week4/transformer-plus/wandb/run-20231116_184558-0kusak1j/files
2023-11-16 18:45:58,966 INFO    SenderThread:1219158 [sender.py:_start_run_threads():1124] run started: 0kusak1j with start time 1700156758.315565
2023-11-16 18:45:58,966 DEBUG   SenderThread:1219158 [sender.py:send_request():407] send_request: check_version
2023-11-16 18:45:59,085 DEBUG   HandlerThread:1219158 [handler.py:handle_request():146] handle_request: run_start
2023-11-16 18:45:59,088 DEBUG   HandlerThread:1219158 [system_info.py:__init__():32] System info init
2023-11-16 18:45:59,088 DEBUG   HandlerThread:1219158 [system_info.py:__init__():47] System info init done
2023-11-16 18:45:59,088 INFO    HandlerThread:1219158 [system_monitor.py:start():194] Starting system monitor
2023-11-16 18:45:59,098 INFO    HandlerThread:1219158 [system_monitor.py:probe():214] Collecting system info
2023-11-16 18:45:59,106 DEBUG   HandlerThread:1219158 [system_info.py:probe():196] Probing system
2023-11-16 18:45:59,113 DEBUG   HandlerThread:1219158 [system_info.py:_probe_git():181] Probing git
2023-11-16 18:45:59,121 INFO    SystemMonitor:1219158 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-16 18:45:59,157 DEBUG   HandlerThread:1219158 [system_info.py:_probe_git():189] Probing git done
2023-11-16 18:45:59,158 DEBUG   HandlerThread:1219158 [system_info.py:probe():244] Probing system done
